#group		Blank	Zymo	b1	b2	b3	b4	b5	cm1	cm2	cm3	cm4	cm5	cob1	cob2	cob3	cob4	cob5	cpf1	cpf2	cpf3	cpf4	cpf5	cpv1	cpv2	cpv3	cpv4	cpv5	im1	im2	im3	im4	im5	iob1	iob2	iob3	iob4	iob5	iod1	iod2	iod3	iod4	iod5	ion1	ion2	ion3	ion4	ion5	ipf1	ipf2	ipf3	ipf4	ipf5	ipv1	ipv2	ipv3	ipv4	ipv5	nm1	nm2	nm3	nm4	nm5	nod1	nod2	nod3	nod4	nod5	non1	non2	non3	non4	non5	npf1	npf2	npf3	npf4	npf5	npv1	npv2	npv3	npv4	npv5
nitrogen_respiration	NA	0	509	0	0	0	0	46	302	0	392	1203	817	576	121	339	300	530	1623	1496	439	572	832	1756	356	426	540	737	1340	1897	2335	1090	946	230	148	92	241	259	47	102	40	0	0	63	85	34	0	11	1830	1247	680	782	569	162	468	32	831	782	385	551	962	247	1042	0	0	40	80	0	174	0	71	17	78	702	1378	1626	657	975	462	1290	1293	128	795
fumarate_respiration	ASV3141	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intracellular_parasites	NA	0	0	0	0	0	0	0	35	11	91	416	128	141	21	97	77	270	374	154	60	190	95	172	54	62	283	266	312	1014	1262	741	608	356	567	20	486	877	6	23	4	0	4	76	22	269	122	107	329	94	200	121	85	519	100	87	229	140	173	769	163	98	247	6	3	23	172	22	5	44	60	16	5	174	96	351	117	159	10	163	467	11	164
chlorate_reducers	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
predatory_or_exoparasitic	NA	0	0	0	0	0	0	0	560	0	578	1246	574	1110	333	1031	586	1409	1297	827	307	804	1075	300	727	557	1315	909	884	1312	1091	1046	537	689	1002	217	727	776	119	135	303	132	134	564	89	598	639	675	1369	747	688	580	721	540	321	223	748	885	621	514	971	311	846	2	129	58	329	83	470	442	525	221	357	1223	624	696	709	799	188	826	1038	176	795
chloroplasts	NA	0	0	0	0	0	2	0	28	0	0	5	3	29	26	16	41	15	5	0	5	5	4	5	26	42	48	40	0	47	84	3	3	31	23	13	17	111	15	4	0	0	0	0	0	487	19	24	22	0	7	10	5	22	3	0	65	54	0	12	8	0	122	54	18	5	303	62	16	5	12	0	7	0	0	23	17	16	0	39	86	15	22
nonphotosynthetic_cyanobacteria	NA	0	0	0	0	0	0	0	97	3	276	208	307	395	74	127	83	257	502	218	123	227	210	83	56	283	340	146	191	301	484	518	267	217	299	66	208	250	97	35	455	99	34	274	153	251	226	196	285	145	345	138	106	319	126	59	276	144	221	375	212	287	158	17	54	141	22	94	226	158	174	42	167	283	285	267	134	144	47	100	167	8	218
photosynthetic_cyanobacteria	NA	0	0	0	0	0	0	0	11	0	4	86	0	13	49	3	25	205	4	0	0	0	0	10	719	145	54	36	0	6	0	5	0	81	142	0	4	548	11	7	0	3	0	36	9	4784	5926	377	0	0	0	8	6	50	73	9	97	12	20	3	0	10	131	25	372	237	3772	5173	365	2226	1662	1260	162	14	0	0	0	15	0	236	302	236	176
anoxygenic_photoautotrophy_H2_oxidizing	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_S_oxidizing	NA	0	0	0	0	0	0	0	254	0	153	700	491	576	121	286	300	469	619	1245	403	515	610	430	273	389	269	506	674	664	651	501	190	230	148	92	241	259	47	102	40	0	0	63	69	34	0	11	794	666	375	392	569	0	230	0	451	421	291	291	595	109	1028	0	0	40	80	0	174	0	71	17	78	337	1378	1269	433	354	462	1222	551	128	425
anoxygenic_photoautotrophy_Fe_oxidizing	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy	NA	0	0	0	0	0	0	0	254	0	153	700	491	576	121	286	300	469	619	1245	403	515	610	430	273	389	269	506	674	664	651	501	190	230	148	92	241	259	47	102	40	0	0	63	69	34	0	11	794	666	375	392	569	0	230	0	451	421	291	291	595	109	1028	0	0	40	80	0	174	0	71	17	78	337	1378	1269	433	354	462	1222	551	128	425
oxygenic_photoautotrophy	NA	0	0	0	0	0	0	0	11	0	4	86	0	13	49	3	25	205	4	0	0	0	0	10	719	145	54	36	0	6	0	5	0	81	142	0	4	548	11	7	0	3	0	36	9	4784	5926	377	0	0	0	8	6	50	73	9	97	12	20	3	0	10	131	25	372	237	3772	5173	365	2226	1662	1260	162	14	0	0	0	15	0	236	302	236	176
photoautotrophy	NA	0	0	0	0	0	0	0	265	0	157	786	491	589	170	289	325	674	623	1245	403	515	610	440	992	534	323	542	674	670	651	506	190	311	290	92	245	807	58	109	40	3	0	99	78	4818	5926	388	794	666	375	400	575	50	303	9	548	433	311	294	595	119	1159	25	372	277	3852	5173	539	2226	1733	1277	240	351	1378	1269	433	369	462	1458	853	364	601
aerobic_anoxygenic_phototrophy	ASV1667	0	0	0	0	0	0	0	0	0	0	69	71	0	0	0	0	0	37	0	0	0	0	39	0	0	0	0	64	124	175	0	63	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	26	64	0	0	0	0	0	0	39	81	0	0	73	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photoheterotrophy	NA	0	0	0	0	0	0	0	932	18	445	1493	736	1337	793	1741	725	1182	924	1982	816	1033	774	1460	1502	794	1057	1372	860	1227	1386	1737	466	1435	1291	274	1264	1282	47	565	235	373	289	1255	474	1549	1028	1055	1361	958	1229	992	1424	649	1532	254	1291	1462	786	760	1241	226	1413	107	78	471	290	132	581	740	1149	613	318	819	1826	1566	938	851	795	2375	3090	278	1187
phototrophy	NA	0	0	0	0	0	0	0	943	18	449	1579	736	1350	842	1744	750	1387	928	1982	816	1033	774	1470	2221	939	1111	1408	860	1233	1386	1742	466	1516	1433	274	1268	1830	58	572	235	376	289	1291	483	6333	6954	1432	1361	958	1229	1000	1430	699	1605	263	1388	1474	806	763	1241	236	1544	132	450	708	4062	5305	946	2966	2811	1873	480	833	1826	1566	938	866	795	2611	3392	514	1363
plastic_degradation	ASV6765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	44
ureolysis	NA	0	0	0	0	0	8	112	630	38	1381	2820	1319	2435	263	1053	403	1694	5017	1364	793	1089	1189	1497	1145	1090	1817	1331	589	2748	4417	2933	2347	1383	1801	343	1211	2356	239	924	918	70	316	892	136	1466	1473	1057	3608	1281	1496	1309	1277	1483	772	337	1144	1806	2065	3516	1875	1129	3235	85	230	122	440	171	378	570	566	309	211	3753	671	1080	1062	1574	330	1443	5901	201	767
reductive_acetogenesis	ASV36604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chemoheterotrophy	NA	0	81931	29	42	2	29	710	30844	1188	31892	50429	40670	51022	24740	47099	24994	49912	48029	39357	21910	34353	33661	30336	42519	28313	32896	39885	20607	31123	68326	43987	28060	30861	39900	8108	30834	39465	10074	24675	39463	16826	16509	23931	8447	29873	34950	24441	59327	33062	35255	28712	41050	29661	20157	9589	32117	46196	29572	38491	47391	20481	41353	28768	24931	31627	23025	31121	21311	21085	21923	11539	13080	36845	34717	35128	23609	31293	14264	38222	65230	11404	44807
